"","gsector","datadate","Mkt.Cap"
"1534",15,20181105,771581316650
"1535",15,20181106,772244441410
"1536",15,20181107,785355816570
"1537",15,20181108,778688625060
"1538",15,20181109,763998550330
"1539",15,20181112,758103182730
"1540",15,20181113,754424903030
"1541",15,20181114,745979518480
"1542",15,20181115,756477713230
"1543",15,20181116,768292302205.8
"1544",15,20181119,762693237125.8
"1545",15,20181120,740708363875
"1546",15,20181121,748401597845
"1547",15,20181123,726427032205
"1548",15,20181126,725818467295
"1549",15,20181127,718977903085
"1550",15,20181128,734663106875
"1551",15,20181129,729526423700
"1552",15,20181130,729448109360
"1553",15,20181203,754575208630.8
"1554",15,20181204,739544449450.8
"1555",15,20181206,723863474897.5
"1556",15,20181207,712485181770.8
"1557",15,20181210,713339303430
"1558",15,20181211,720734752390
"1559",15,20181212,731960008802.5
"1560",15,20181213,736843433810
"1561",15,20181214,722718328899
"1562",15,20181217,725822575930
"1563",15,20181218,729905881810
"1564",15,20181219,704024887770
"1565",15,20181220,700271615985
"1566",15,20181221,699567196060
"1567",15,20181224,684621386140
"1568",15,20181226,710928808537
"1569",15,20181227,714191334865
"1570",15,20181228,715031755233.8
"1571",15,20181231,720108333550
"1572",15,20190102,718960308360
"1573",15,20190103,696859351563.8
"1574",15,20190104,734839411935
"1575",15,20190107,735253661845
"1576",15,20190108,741695104220
"1577",15,20190109,746785083410
"1578",15,20190110,733149089605
"1579",15,20190111,726282201100
"1580",15,20190114,724295599130
"1581",15,20190115,724797066640
"1582",15,20190116,726681780240
"1583",15,20190117,736847556590
"1584",15,20190118,745174466452.5
"1585",15,20190122,728130372608.8
"1586",15,20190123,729215915388.8
"1587",15,20190124,728709741508.8
"1588",15,20190125,741860402910
"1589",15,20190128,729899335645
"1590",15,20190129,738517513320
"1591",15,20190130,762122653526.3
"1592",15,20190131,752871539935
"1593",15,20190201,754806542670
"1594",15,20190204,752147108350
"1595",15,20190205,753717879390
"1596",15,20190206,746573385310
"1597",15,20190207,736621456980
"1598",15,20190208,739292685420
"1599",15,20190211,736867807430
"1600",15,20190212,751953524730
"1601",15,20190213,756582894800
"1602",15,20190214,756561893260
"1603",15,20190215,768479985780
"1604",15,20190219,774538705355
"1605",15,20190220,786397176300
"1606",15,20190221,778163584345
"1607",15,20190222,788609570930
"1608",15,20190225,791394514402.5
"1609",15,20190226,792559633382.5
"1610",15,20190227,789064777850
"1611",15,20190228,775599643151.3
"1612",15,20190301,770567395885.3
"1613",15,20190304,774203076180
"1614",15,20190305,774606488660
"1615",15,20190306,780195068740
"1616",15,20190307,767392641810
"1617",15,20190308,764004927901.3
"1618",15,20190311,773371222171.3
"1619",15,20190312,773887171330
"1620",15,20190313,781707554440
"1621",15,20190314,778785032560
"1622",15,20190315,779973634667.5
"1623",15,20190318,786250428450
"1624",15,20190319,785753127100
"1625",15,20190320,788767397632.5
"1626",15,20190321,791323164680
"1627",15,20190322,772068175050
"1628",15,20190325,774259408160
"1629",15,20190326,782937077180
"1630",15,20190327,781076723441.9
"1631",15,20190328,785852309026.9
"1632",15,20190329,795129591316.9
"1633",20,20151231,1379579452040
"1634",20,20160104,1358637029180
"1635",20,20160105,1362099730180
"1636",20,20160106,1338699872050
"1637",20,20160107,1299214065050
"1638",20,20160108,1286054701100
"1639",20,20160111,1288025721300
"1640",20,20160112,1298177594140
"1641",20,20160113,1268728574480
"1642",20,20160114,1288095254570
"1643",20,20160115,1261491982130
"1644",20,20160119,1263619942660
"1645",20,20160120,1243374413760
"1646",20,20160121,1251266629190
"1647",20,20160122,1259033139310
"1648",20,20160125,1243265923130
"1649",20,20160126,1264642649070
"1650",20,20160127,1250403218830
"1651",20,20160128,1262441255080
"1652",20,20160129,1296922054840
"1653",20,20160201,1291875693650
"1654",20,20160202,1270675604540
"1655",20,20160203,1291451064690
"1656",20,20160204,1310648657460
"1657",20,20160205,1297015558610
"1658",20,20160208,1286956473230
"1659",20,20160209,1294506101890
"1660",20,20160210,1288581157420
"1661",20,20160211,1253576540240
"1662",20,20160212,1274801810690
"1663",20,20160216,1298681782900
"1664",20,20160217,1320505117480
"1665",20,20160218,1317970498560
"1666",20,20160219,1315437457810
"1667",20,20160222,1334410419220
"1668",20,20160223,1320674810530
"1669",20,20160224,1320641571430
"1670",20,20160225,1334079767720
"1671",20,20160226,1334235970480
"1672",20,20160229,1321928944080
"1673",20,20160301,1347020546530
"1674",20,20160302,1348768007300
"1675",20,20160303,1355972892050
"1676",20,20160304,1364060586660
"1677",20,20160307,1365304327630
"1678",20,20160308,1350216338660
"1679",20,20160309,1353316934560
"1680",20,20160310,1350407882750
"1681",20,20160311,1368626393330
"1682",20,20160314,1366430631920
"1683",20,20160315,1364400000920
"1684",20,20160316,1373106900840
"1685",20,20160317,1402638461770
"1686",20,20160318,1410711263710
"1687",20,20160321,1412111130500
"1688",20,20160322,1407380932160
"1689",20,20160323,1400319534630
"1690",20,20160324,1396535554170
"1691",20,20160328,1398891105780
"1692",20,20160329,1405053445600
"1693",20,20160330,1413407831580
"1694",20,20160331,1406269892280
"1695",20,20160401,1408466505870
"1696",20,20160404,1398047856210
"1697",20,20160405,1391603237170
"1698",20,20160406,1395365780060
"1699",20,20160407,1385984369450
"1700",20,20160408,1394322732110
"1701",20,20160411,1390554742640
"1702",20,20160412,1402697120750
"1703",20,20160413,1417612117360
"1704",20,20160414,1416841151330
"1705",20,20160415,1415815580590
"1706",20,20160418,1420870526610
"1707",20,20160419,1428966162570
"1708",20,20160420,1428106489160
"1709",20,20160421,1424792332940
"1710",20,20160422,1429210407790
"1711",20,20160425,1421178246110
"1712",20,20160426,1431071135440
"1713",20,20160427,1438364877900
"1714",20,20160428,1427394431080
"1715",20,20160429,1422527823520
"1716",20,20160502,1429177967620
"1717",20,20160503,1418028430090
"1718",20,20160504,1400526880320
"1719",20,20160505,1395415207230
"1720",20,20160506,1404415294070
"1721",20,20160509,1396408202770
"1722",20,20160510,1419957500380
"1723",20,20160511,1408562701490
"1724",20,20160512,1406905477670
"1725",20,20160513,1387526228940
"1726",20,20160516,1401151957800
"1727",20,20160517,1392532650000
"1728",20,20160518,1388601011870
"1729",20,20160519,1375244692190
"1730",20,20160520,1381546686030
"1731",20,20160523,1378028462270
"1732",20,20160524,1390120141420
"1733",20,20160525,1399308551330
"1734",20,20160526,1398062442060
"1735",20,20160527,1401067161410
"1736",20,20160531,1398791850460
"1737",20,20160601,1398996024770
"1738",20,20160602,1400096420250
"1739",20,20160603,1404117639970
"1740",20,20160606,1414980824400
"1741",20,20160607,1419894765680
"1742",20,20160608,1428758379710
"1743",20,20160609,1427634854590
"1744",20,20160610,1415075096010
"1745",20,20160613,1400504294630
"1746",20,20160614,1405641055640
"1747",20,20160615,1406373073520
"1748",20,20160616,1408688170430
"1749",20,20160617,1409943378120
"1750",20,20160620,1423183324340
"1751",20,20160621,1422495171320
"1752",20,20160622,1417587809770
"1753",20,20160623,1433833950860
"1754",20,20160624,1379370663490
"1755",20,20160627,1353798981860
"1756",20,20160628,1375083436510
"1757",20,20160629,1397278651710
"1758",20,20160630,1425032793970
"1759",20,20160701,1428672574540
"1760",20,20160705,1416797238060
"1761",20,20160706,1423398611270
"1762",20,20160707,1424876689910
"1763",20,20160708,1447085578540
"1764",20,20160711,1452175144130
"1765",20,20160712,1460967770200
"1766",20,20160713,1467598706240
"1767",20,20160714,1477928810810
"1768",20,20160715,1478029941710
"1769",20,20160718,1477248164380
"1770",20,20160719,1479836022630
"1771",20,20160720,1482215659090
"1772",20,20160721,1468999851970
"1773",20,20160722,1465814087850
"1774",20,20160725,1456689120090
"1775",20,20160726,1463650284440
"1776",20,20160727,1457691044230
"1777",20,20160728,1456477666910
"1778",20,20160729,1455208360280
"1779",20,20160801,1454160067420
"1780",20,20160802,1436373603910
"1781",20,20160803,1440703798680
"1782",20,20160804,1439481945400
"1783",20,20160805,1449938527640
"1784",20,20160808,1450702787530
"1785",20,20160809,1452691016130
"1786",20,20160810,1452375659060
"1787",20,20160811,1460794178080
"1788",20,20160812,1456776095410
"1789",20,20160815,1464032289470
"1790",20,20160816,1457151141150
"1791",20,20160817,1461544815800
"1792",20,20160818,1465261106660
"1793",20,20160819,1465373810680
"1794",20,20160822,1464784379790
"1795",20,20160823,1463637085220
"1796",20,20160824,1460216880960
"1797",20,20160825,1458019614710
"1798",20,20160826,1453597418870
"1799",20,20160829,1460663328020
"1800",20,20160830,1455347622750
"1801",20,20160831,1449216771870
"1802",20,20160901,1451151530290
"1803",20,20160902,1457137620680
"1804",20,20160906,1456233149690
"1805",20,20160907,1455312161360
"1806",20,20160908,1454709530790
"1807",20,20160909,1415362059300
"1808",20,20160912,1433060587480
"1809",20,20160913,1411759943950
"1810",20,20160914,1408152847640
"1811",20,20160915,1417840061050
"1812",20,20160916,1408424080760
"1813",20,20160919,1412852533850
"1814",20,20160920,1417801303850
"1815",20,20160921,1438215979610
"1816",20,20160922,1447531686630
"1817",20,20160923,1438603049990
"1818",20,20160926,1431387450700
"1819",20,20160927,1440840248270
"1820",20,20160928,1448959752260
"1821",20,20160929,1436681373835
"1822",20,20160930,1445332094980
"1823",20,20161003,1445717753970
"1824",20,20161004,1435669770830
"1825",20,20161005,1444016358660
"1826",20,20161006,1441257669150
"1827",20,20161007,1425883135940
"1828",20,20161010,1424829671660
"1829",20,20161011,1413125298700
"1830",20,20161012,1413993430420
"1831",20,20161013,1415138000120
"1832",20,20161014,1417573917855
"1833",20,20161017,1415015233190
"1834",20,20161018,1418351195650
"1835",20,20161019,1421408701770
"1836",20,20161020,1410249886290
"1837",20,20161021,1406427269690
"1838",20,20161024,1411454472820
"1839",20,20161025,1413247647080
"1840",20,20161026,1417248900150
"1841",20,20161027,1401934203490
"1842",20,20161028,1410227491750
"1843",20,20161031,1409993134200
"1844",20,20161101,1400556856620
"1845",20,20161102,1396276219430
"1846",20,20161103,1389036551810
"1847",20,20161104,1389170922620
"1848",20,20161107,1422415570260
"1849",20,20161108,1428285054940
"1850",20,20161109,1459693125120
"1851",20,20161110,1487600033670
"1852",20,20161111,1493446665140
"1853",20,20161114,1498458139570
"1854",20,20161115,1499720245550
"1855",20,20161116,1488809287270
"1856",20,20161117,1491560054340
"1857",20,20161118,1492094024950
"1858",20,20161121,1499147105880
"1859",20,20161122,1506905316160
"1860",20,20161123,1517922649300
"1861",20,20161125,1525426642680
"1862",20,20161128,1516548916820
"1863",20,20161129,1518046495580
"1864",20,20161130,1516233796990
"1865",20,20161201,1528191568090
"1866",20,20161202,1527096257790
"1867",20,20161205,1524755379960
"1868",20,20161206,1527067599850
"1869",20,20161207,1551754378610
"1870",20,20161208,1543339460580
"1871",20,20161209,1550572570820
"1872",20,20161212,1546916810200
"1873",20,20161213,1545729292580
"1874",20,20161214,1528927465120
"1875",20,20161215,1528067800560
"1876",20,20161216,1528298933690
"1877",20,20161219,1538988970010
"1878",20,20161220,1549414881490
"1879",20,20161221,1542478065470
"1880",20,20161222,1540679204240
"1881",20,20161223,1540636387970
"1882",20,20161227,1543000019910
"1883",20,20161228,1530677137190
"1884",20,20161229,1531211192840
"1885",20,20161230,1525954622510
"1886",20,20170103,1533418788630
"1887",20,20170104,1541051064050
"1888",20,20170105,1539456119480
"1889",20,20170106,1547495942890
"1890",20,20170109,1538523792700
"1891",20,20170110,1540482698730
"1892",20,20170111,1547843986680
"1893",20,20170112,1543020375350
"1894",20,20170113,1547057604170
"1895",20,20170117,1536355144920
"1896",20,20170118,1540074857640
"1897",20,20170119,1552639016590
"1898",20,20170120,1552073999220
"1899",20,20170123,1542408048200
"1900",20,20170124,1554455285480
"1901",20,20170125,1567517414340
"1902",20,20170126,1567773444960
"1903",20,20170127,1569017987970
"1904",20,20170130,1557375766990
"1905",20,20170131,1540364243600
"1906",20,20170201,1537279861190
"1907",20,20170202,1533794763160
"1908",20,20170203,1544158208910
"1909",20,20170206,1543120775120
"1910",20,20170207,1548864152390
"1911",20,20170208,1544454028100
"1912",20,20170209,1549543248390
"1913",20,20170210,1559684062550
"1914",20,20170213,1575448110110
"1915",20,20170214,1576844451030
"1916",20,20170215,1582009576680
"1917",20,20170216,1583967745180
"1918",20,20170217,1586229299420
"1919",20,20170221,1592462499570
"1920",20,20170222,1588658032730
"1921",20,20170223,1578293592450
"1922",20,20170224,1584031017900
"1923",20,20170227,1584407151680
"1924",20,20170228,1578756675130
"1925",20,20170301,1602065044860
"1926",20,20170302,1590176548670
"1927",20,20170303,1590819051600
"1928",20,20170306,1588163465100
"1929",20,20170307,1585172656340
"1930",20,20170308,1578106256560
"1931",20,20170309,1573306876120
"1932",20,20170310,1582974462130
"1933",20,20170313,1582004802590
"1934",20,20170314,1568393031640
"1935",20,20170315,1582270110710
"1936",20,20170316,1576548259320
"1937",20,20170317,1585769173540
"1938",20,20170320,1581240945890
"1939",20,20170321,1561078191540
"1940",20,20170322,1567004440800
"1941",20,20170323,1564739539350
"1942",20,20170324,1560409439510
"1943",20,20170327,1555026073010
"1944",20,20170328,1569769479430
"1945",20,20170329,1568322733730
"1946",20,20170330,1576621223430
"1947",20,20170331,1570986034350
"1948",20,20170403,1568821361750
"1949",20,20170404,1576056148900
"1950",20,20170405,1569959957430
"1951",20,20170406,1573934353310
"1952",20,20170407,1576023818730
"1953",20,20170410,1577792238850
"1954",20,20170411,1578848688060
"1955",20,20170412,1560415561080
"1956",20,20170413,1551718023540
"1957",20,20170417,1566677090690
"1958",20,20170418,1563983397230
"1959",20,20170419,1565444584940
"1960",20,20170420,1583862024140
"1961",20,20170421,1584614938430
"1962",20,20170424,1604314526340
"1963",20,20170425,1609930292890
"1964",20,20170426,1606151476180
"1965",20,20170427,1611314680560
"1966",20,20170428,1606311898520
"1967",20,20170501,1602157433130
"1968",20,20170502,1608227873890
"1969",20,20170503,1612175441630
"1970",20,20170504,1613544029260
"1971",20,20170505,1622433572900
"1972",20,20170508,1616198869840
"1973",20,20170509,1616846004480
"1974",20,20170510,1609333533280
"1975",20,20170511,1611044246840
"1976",20,20170512,1603702345970
"1977",20,20170515,1609387299610
"1978",20,20170516,1608657817450
"1979",20,20170517,1575515890290
"1980",20,20170518,1578263548330
"1981",20,20170519,1599934530450
"1982",20,20170522,1611713410800
"1983",20,20170523,1615401565730
"1984",20,20170524,1617455162910
"1985",20,20170525,1628254288040
"1986",20,20170526,1630047519700
"1987",20,20170530,1629336097400
"1988",20,20170531,1632701141730
"1989",20,20170601,1642555291310
"1990",20,20170602,1653282364750
"1991",20,20170605,1647131352460
"1992",20,20170606,1637590067020
"1993",20,20170607,1635724455870
"1994",20,20170608,1641848525550
"1995",20,20170609,1646312356210
"1996",20,20170612,1655571982520
"1997",20,20170613,1659372381010
"1998",20,20170614,1659394886110
"1999",20,20170615,1668764987340
"2000",20,20170616,1676972006910
"2001",20,20170619,1683535399120
"2002",20,20170620,1665372694200
"2003",20,20170621,1657856394080
"2004",20,20170622,1653432386930
"2005",20,20170623,1660381932270
"2006",20,20170626,1659237573350
"2007",20,20170627,1646808237690
"2008",20,20170628,1658793899200
"2009",20,20170629,1642479010070
"2010",20,20170630,1652262479820
"2011",20,20170703,1662133439810
"2012",20,20170705,1666415538180
"2013",20,20170706,1648281345260
"2014",20,20170707,1658515755850
"2015",20,20170710,1661518319270
"2016",20,20170711,1664218079510
"2017",20,20170712,1673092991980
"2018",20,20170713,1671082721150
"2019",20,20170714,1677489058070
"2020",20,20170717,1674885269110
"2021",20,20170718,1671688875300
"2022",20,20170719,1675045887570
"2023",20,20170720,1663501101370
"2024",20,20170721,1655899098830
"2025",20,20170724,1647749077650
"2026",20,20170725,1645647261000
"2027",20,20170726,1647834323280
"2028",20,20170727,1641448838580
"2029",20,20170728,1645286462510
"2030",20,20170731,1644191146850
"2031",20,20170801,1643154712710
"2032",20,20170802,1651411318670
"2033",20,20170803,1659136980650
"2034",20,20170804,1661186340740
"2035",20,20170807,1659417051620
"2036",20,20170808,1658333494940
"2037",20,20170809,1660310544190
"2038",20,20170810,1640753007460
"2039",20,20170811,1643217220560
"2040",20,20170814,1659531885120
"2041",20,20170815,1655874285840
"2042",20,20170816,1659815532830
"2043",20,20170817,1634450884020
"2044",20,20170818,1627967087210
"2045",20,20170821,1629396255010
"2046",20,20170822,1647253670150
"2047",20,20170823,1635165556100
"2048",20,20170824,1629157386190
"2049",20,20170825,1633544029400
"2050",20,20170828,1633908989790
"2051",20,20170829,1645832473760
"2052",20,20170830,1648807269440
"2053",20,20170831,1654000848630
"2054",20,20170901,1656334809740
"2055",20,20170905,1637871931300
"2056",20,20170906,1639577302670
"2057",20,20170907,1640443400170
"2058",20,20170908,1644795241700
"2059",20,20170911,1657959231620
"2060",20,20170912,1662930250920
"2061",20,20170913,1660006628940
"2062",20,20170914,1670974779900
"2063",20,20170915,1678949871350
"2064",20,20170918,1689123407610
"2065",20,20170919,1691495667210
"2066",20,20170920,1702157199530
"2067",20,20170921,1708443098510
"2068",20,20170922,1711314403240
"2069",20,20170925,1709749785510
"2070",20,20170926,1709781593450
"2071",20,20170927,1708823111820
"2072",20,20170928,1707849717660
"2073",20,20170929,1712206853480
"2074",20,20171002,1724071822040
"2075",20,20171003,1728893916620
"2076",20,20171004,1725220000720
"2077",20,20171005,1729849483320
"2078",20,20171006,1729063861200
"2079",20,20171009,1721774610310
"2080",20,20171010,1722626559630
"2081",20,20171011,1723517268770
"2082",20,20171012,1731502279450
"2083",20,20171013,1725661647240
"2084",20,20171016,1728361419910
"2085",20,20171017,1723364066260
"2086",20,20171018,1723100391990
"2087",20,20171019,1732157379735
"2088",20,20171020,1748473708010
"2089",20,20171023,1733455562290
"2090",20,20171024,1744071638780
"2091",20,20171025,1728750768030
"2092",20,20171026,1730356805100
"2093",20,20171027,1725888820740
"2094",20,20171030,1715194439050
"2095",20,20171031,1706800028440
"2096",20,20171101,1705942549520
"2097",20,20171102,1716871622970
"2098",20,20171103,1715973801180
"2099",20,20171106,1715122058170
"2100",20,20171107,1720135381890
"2101",20,20171108,1717194083790
"2102",20,20171109,1698366961550
"2103",20,20171110,1701653699670
"2104",20,20171113,1692206406860
"2105",20,20171114,1684171996100
"2106",20,20171115,1674996266790
"2107",20,20171116,1687117863370
"2108",20,20171117,1679018158510
"2109",20,20171120,1686324457130
"2110",20,20171121,1697567444720
"2111",20,20171122,1699622434140
"2112",20,20171124,1701546393130
"2113",20,20171127,1703982118510
"2114",20,20171128,1723387817510
"2115",20,20171129,1737220831570
"2116",20,20171130,1763588443250
"2117",20,20171201,1742705002370
"2118",20,20171204,1757375814150
"2119",20,20171205,1742100942400
"2120",20,20171206,1745078576630
"2121",20,20171207,1758921786310
"2122",20,20171208,1765639980180
"2123",20,20171211,1760846139650
"2124",20,20171212,1765531395320
"2125",20,20171213,1776550417930
"2126",20,20171214,1767404343820
"2127",20,20171215,1776657487550
"2128",20,20171218,1787019832070
"2129",20,20171219,1788564748550
"2130",20,20171220,1792704325540
"2131",20,20171221,1789932199820
"2132",20,20171222,1792138146520
"2133",20,20171226,1792787767280
"2134",20,20171227,1798581559640
"2135",20,20171228,1800189027820
"2136",20,20171229,1795991532950
"2137",20,20180102,1810500180740
"2138",20,20180103,1820787131880
"2139",20,20180104,1835201181400
"2140",20,20180105,1853333927870
"2141",20,20180108,1858538172720
"2142",20,20180109,1873599811780
"2143",20,20180110,1874306030465
"2144",20,20180111,1893759732560
"2145",20,20180112,1910755637030
"2146",20,20180116,1892310587550
"2147",20,20180117,1901780269430
"2148",20,20180118,1887490216520
"2149",20,20180119,1888510928120
"2150",20,20180122,1885893945520
"2151",20,20180123,1888065940090
"2152",20,20180124,1884246135720
"2153",20,20180125,1889564393610
"2154",20,20180126,1909846073050
"2155",20,20180129,1899815245570
"2156",20,20180130,1883415112850
"2157",20,20180131,1894878351640
"2158",20,20180201,1888791600740
"2159",20,20180202,1850647471420
"2160",20,20180205,1766534372590
"2161",20,20180206,1799581254030
"2162",20,20180207,1804306234650
"2163",20,20180208,1729219353190
"2164",20,20180209,1749330023080
"2165",20,20180212,1775379207740
"2166",20,20180213,1776048760330
"2167",20,20180214,1799069883120
"2168",20,20180215,1828115756180
"2169",20,20180216,1827759490090
"2170",20,20180220,1806354589870
"2171",20,20180221,1805912494930
"2172",20,20180222,1819476145150
"2173",20,20180223,1832234723420
"2174",20,20180226,1859142626400
"2175",20,20180227,1837212891360
"2176",20,20180228,1807943824430
"2177",20,20180301,1773294601480
"2178",20,20180302,1769760187680
"2179",20,20180305,1791435897020
"2180",20,20180306,1796804214370
"2181",20,20180307,1794957006440
"2182",20,20180308,1803068156840
"2183",20,20180309,1839801669920
"2184",20,20180312,1817113729820
"2185",20,20180313,1804237228280
"2186",20,20180314,1785124321310
"2187",20,20180315,1790751599180
"2188",20,20180316,1798685761020
"2189",20,20180319,1783197277660
"2190",20,20180320,1789187656820
"2191",20,20180321,1792295926020
"2192",20,20180322,1729705561950
"2193",20,20180323,1708986955020
"2194",20,20180326,1746043234900
"2195",20,20180327,1724457395460
"2196",20,20180328,1718307032480
"2197",20,20180329,1742363834890
"2198",20,20180402,1711031662220
"2199",20,20180403,1731563718130
"2200",20,20180404,1733076187040
"2201",20,20180405,1752742292240
"2202",20,20180406,1706637868650
"2203",20,20180409,1701621997700
"2204",20,20180410,1728292020090
"2205",20,20180411,1717220190200
"2206",20,20180412,1744302124480
"2207",20,20180413,1740672236640
"2208",20,20180416,1755903504760
"2209",20,20180417,1773651208150
"2210",20,20180418,1789619164650
"2211",20,20180419,1788954550990
"2212",20,20180420,1783263701190
"2213",20,20180423,1783365587760
"2214",20,20180424,1735192093650
"2215",20,20180425,1735087708100
"2216",20,20180426,1731297893250
"2217",20,20180427,1726007707800
"2218",20,20180430,1704985888320
"2219",20,20180501,1693729368700
"2220",20,20180502,1682432306990
"2221",20,20180503,1687864616890
"2222",20,20180504,1707170876520
"2223",20,20180507,1721208642290
"2224",20,20180508,1732841605470
"2225",20,20180509,1754352085470
"2226",20,20180510,1765181834480
"2227",20,20180511,1767962676950
"2228",20,20180514,1765162676350
"2229",20,20180515,1757887978240
"2230",20,20180516,1763750725670
"2231",20,20180517,1770299216970
"2232",20,20180518,1780900084340
"2233",20,20180521,1810587892510
"2234",20,20180522,1789490849000
"2235",20,20180523,1787840648530
"2236",20,20180524,1798367155430
"2237",20,20180525,1794522445800
"2238",20,20180529,1763448205170
"2239",20,20180530,1786943897810
"2240",20,20180531,1761385578740
"2241",20,20180601,1783022061610
"2242",20,20180604,1778160910010
"2243",20,20180605,1778555901720
"2244",20,20180606,1795393069160
"2245",20,20180607,1797316446230
"2246",20,20180608,1805158746020
"2247",20,20180611,1808447183840
"2248",20,20180612,1806151929030
"2249",20,20180613,1791329218230
"2250",20,20180614,1781604794500
"2251",20,20180615,1774965233710
"2252",20,20180618,1766487642190
"2253",20,20180619,1724899304120
"2254",20,20180620,1722160658050
"2255",20,20180621,1702175196220
"2256",20,20180622,1709759315900
"2257",20,20180625,1686553467280
"2258",20,20180626,1696192968420
"2259",20,20180627,1683102179750
"2260",20,20180628,1685909334500
"2261",20,20180629,1689650106110
"2262",20,20180702,1692876692680
"2263",20,20180703,1685427276820
"2264",20,20180705,1691626033730
"2265",20,20180706,1699842102930
"2266",20,20180709,1732124408860
"2267",20,20180710,1740053645320
"2268",20,20180711,1710972720240
"2269",20,20180712,1732110383920
"2270",20,20180713,1739690503590
"2271",20,20180716,1734549148580
"2272",20,20180717,1738333887930
"2273",20,20180718,1757157873080
"2274",20,20180719,1753119894810
"2275",20,20180720,1744708474870
"2276",20,20180723,1734165159650
"2277",20,20180724,1745495308520
"2278",20,20180725,1770075964110
"2279",20,20180726,1776791865260
"2280",20,20180727,1775726994770
"2281",20,20180730,1757068211030
"2282",20,20180731,1790363167050
"2283",20,20180801,1766620665130
"2284",20,20180802,1761424165760
"2285",20,20180803,1761784229610
"2286",20,20180806,1762054770530
"2287",20,20180807,1775396823540
"2288",20,20180808,1768714852720
"2289",20,20180809,1755863471180
"2290",20,20180810,1740480132660
"2291",20,20180813,1731993353830
"2292",20,20180814,1743038169400
"2293",20,20180815,1729828329980
"2294",20,20180816,1752002494000
"2295",20,20180817,1762472287740
"2296",20,20180820,1771009289250
"2297",20,20180821,1783554249270
"2298",20,20180822,1766825519710
"2299",20,20180823,1762336098430
"2300",20,20180824,1770552929920
"2301",20,20180827,1794444873440
"2302",20,20180828,1790838358950
"2303",20,20180829,1791570873570
"2304",20,20180830,1779309164230
"2305",20,20180831,1776823895310
"2306",20,20180904,1774807504910
"2307",20,20180905,1783128101820
"2308",20,20180906,1792234846910
"2309",20,20180907,1785926377090
"2310",20,20180910,1791029597790
"2311",20,20180911,1808653280430
"2312",20,20180912,1816940407140
"2313",20,20180913,1826274270780
"2314",20,20180914,1834190950570
"2315",20,20180917,1836557578680
"2316",20,20180918,1851962534170
"2317",20,20180919,1852412978550
"2318",20,20180920,1856654982060
"2319",20,20180921,1863082059860
"2320",20,20180924,1839834714050
"2321",20,20180925,1834820174190
"2322",20,20180926,1834972604920
"2323",20,20180927,1839060130660
"2324",20,20180928,1840598836270
"2325",20,20181001,1861192942030
"2326",20,20181002,1864533350360
"2327",20,20181003,1872885224170
"2328",20,20181004,1868083729200
"2329",20,20181005,1862076454070
"2330",20,20181008,1867256211890
"2331",20,20181009,1844217725500
"2332",20,20181010,1779472805010
"2333",20,20181011,1740916505700
"2334",20,20181012,1751591079280
"2335",20,20181015,1751568225820
"2336",20,20181016,1782579032900
"2337",20,20181017,1767382210340
"2338",20,20181018,1739634900010
"2339",20,20181019,1735194713910
"2340",20,20181022,1727755624440
"2341",20,20181023,1699598939960
"2342",20,20181024,1641104228040
"2343",20,20181025,1649926163950
"2344",20,20181026,1634815666330
"2345",20,20181029,1601070212560
"2346",20,20181030,1631771930110
"2347",20,20181031,1643728140780
"2348",20,20181101,1664049642880
"2349",20,20181102,1659149278570
"2350",20,20181105,1668046054060
"2351",20,20181106,1685449702870
"2352",20,20181107,1713511568760
"2353",20,20181108,1708350871900
"2354",20,20181109,1692421981950
"2355",20,20181112,1655863344190
"2356",20,20181113,1662992789990
"2357",20,20181114,1657097089490
"2358",20,20181115,1673801696090
"2359",20,20181116,1673909911230
"2360",20,20181119,1647006551050
"2361",20,20181120,1609975229310
"2362",20,20181121,1619282205280
"2363",20,20181123,1613523267700
"2364",20,20181126,1625511000800
"2365",20,20181127,1629581371280
"2366",20,20181128,1669177142300
"2367",20,20181129,1669854190030
"2368",20,20181130,1685819827390
"2369",20,20181203,1706421293720
"2370",20,20181204,1632535577550
"2371",20,20181206,1624627257010
"2372",20,20181207,1584884043750
"2373",20,20181210,1591554356810
"2374",20,20181211,1580444740210
"2375",20,20181212,1589685059030
"2376",20,20181213,1591125540960
"2377",20,20181214,1564855972680
"2378",20,20181217,1535651735480
"2379",20,20181218,1546887982280
"2380",20,20181219,1517495517770
"2381",20,20181220,1490230998940
"2382",20,20181221,1460115525780
"2383",20,20181224,1413877170240
"2384",20,20181226,1480829270280
"2385",20,20181227,1498446380510
"2386",20,20181228,1496462179390
"2387",20,20181231,1511375371010
"2388",20,20190102,1518077847740
"2389",20,20190103,1474099971730
"2390",20,20190104,1528774690900
"2391",20,20190107,1540294977290
"2392",20,20190108,1564861594520
"2393",20,20190109,1573086929750
"2394",20,20190110,1600296591920
"2395",20,20190111,1596266142380
"2396",20,20190114,1597247528130
"2397",20,20190115,1590476771560
"2398",20,20190116,1592133376750
"2399",20,20190117,1616781916620
"2400",20,20190118,1643219275300
"2401",20,20190122,1614179416290
"2402",20,20190123,1619631094020
"2403",20,20190124,1625558795970
"2404",20,20190125,1645833701820
"2405",20,20190128,1627782609950
"2406",20,20190129,1643163967700
"2407",20,20190130,1668670715470
"2408",20,20190131,1675442849780
"2409",20,20190201,1679322618230
